council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
South Ayrshire,23,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
South Ayrshire,29,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very poor,Not at all strongly
South Ayrshire,72,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,71,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
South Ayrshire,70,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,60,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,44,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,29,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,51,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
South Ayrshire,62,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Fairly good,Fairly strongly
South Ayrshire,36,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
South Ayrshire,61,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly poor,Not very strongly
South Ayrshire,37,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
South Ayrshire,69,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,61,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,43,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,34,White,3,Rural,Adult,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
South Ayrshire,76,White,2,Rural,Pensioner,Female,Social Rented,Don't know,Very good,Fairly strongly
South Ayrshire,76,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,79,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
South Ayrshire,60,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,49,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,42,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,37,White,2,Rural,Children,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
South Ayrshire,64,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,67,White,2,Rural,Pensioner,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
East Ayrshire,56,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
East Ayrshire,33,White,2,Urban,Children,Male,Social Rented,11-20 mins,Fairly good,Fairly strongly
East Ayrshire,86,White,3,Urban,Pensioner,Female,Social Rented,Don't know,Very good,Very strongly
East Ayrshire,39,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
East Ayrshire,62,White,2,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
East Ayrshire,31,White,3,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
East Ayrshire,37,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
East Ayrshire,29,White,4,Rural,Children,Male,Private Rented,21-30 mins,Very good,Fairly strongly
East Ayrshire,77,White,2,Rural,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
South Ayrshire,60,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
South Ayrshire,27,White,1,Urban,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly poor,Fairly strongly
South Ayrshire,71,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,68,White,2,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
South Ayrshire,78,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,74,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,35,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,20,White,1,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Not very strongly
South Ayrshire,74,White,1,Urban,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly good,Not at all strongly
South Ayrshire,50,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly poor,Not very strongly
South Ayrshire,24,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
South Ayrshire,25,White,1,Urban,Children,Female,Social Rented,21-30 mins,Fairly good,Fairly strongly
South Ayrshire,31,White,2,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Not very strongly
South Ayrshire,86,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
South Ayrshire,28,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,64,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,63,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,83,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Not at all strongly
South Ayrshire,61,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,35,White,3,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
South Ayrshire,51,Other,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
South Ayrshire,34,White,5,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,40,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,27,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,65,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
South Ayrshire,63,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,39,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,36,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,54,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,67,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
South Ayrshire,34,Other,3,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Very strongly
South Ayrshire,58,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,75,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,36,White,5,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
South Ayrshire,38,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,64,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,77,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
South Ayrshire,42,White,4,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Very strongly
South Ayrshire,61,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,66,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,64,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,43,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,70,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,42,White,3,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,49,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,54,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,77,White,4,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,70,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,58,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
South Ayrshire,57,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
South Ayrshire,44,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
South Ayrshire,84,White,1,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,60,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,43,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
South Ayrshire,57,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Fairly strongly
South Ayrshire,52,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,20,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly poor,Very strongly
South Ayrshire,25,White,3,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Not very strongly
South Ayrshire,58,Other,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,35,White,3,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,74,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
South Ayrshire,86,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,57,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
South Ayrshire,62,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,70,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,71,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very poor,Fairly strongly
South Ayrshire,61,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,54,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
South Ayrshire,70,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Not at all strongly
East Ayrshire,51,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
East Ayrshire,47,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
South Ayrshire,46,White,3,Rural,Children,Female,Owned Outright,More than 30,Fairly good,Not very strongly
South Ayrshire,41,White,2,Rural,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
East Ayrshire,71,White,3,Rural,Adult,Male,Social Rented,Don't know,Very good,Very strongly
East Ayrshire,56,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
East Ayrshire,65,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
South Ayrshire,79,White,3,Rural,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
South Ayrshire,81,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,33,White,2,Rural,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,63,White,2,Rural,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
South Ayrshire,35,White,2,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,61,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,53,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
South Ayrshire,65,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,62,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,82,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,85,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,61,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
South Ayrshire,60,White,4,Rural,Adult,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
South Ayrshire,16,White,4,Rural,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,67,White,5,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Fairly strongly
South Ayrshire,34,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,49,White,5,Urban,Children,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
South Ayrshire,38,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
North Ayrshire,29,White,2,Rural,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,32,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Lanarkshire,55,White,1,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Lanarkshire,58,White,1,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
South Lanarkshire,50,White,3,Rural,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
South Lanarkshire,29,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Lanarkshire,61,White,2,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Lanarkshire,25,White,2,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not at all strongly
South Lanarkshire,36,White,3,Rural,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Lanarkshire,42,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
South Lanarkshire,40,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Lanarkshire,58,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Lanarkshire,70,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Lanarkshire,30,White,3,Rural,Children,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
South Lanarkshire,83,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,More than 30,Very good,Very strongly
South Lanarkshire,49,White,2,Rural,Adult,Female,Owned Outright,Don't know,Fairly good,Fairly strongly
South Lanarkshire,47,Other,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Fairly strongly
South Lanarkshire,37,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not at all strongly
South Lanarkshire,72,White,1,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Very strongly
South Lanarkshire,22,White,2,Rural,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
South Lanarkshire,71,White,2,Rural,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Not very strongly
South Lanarkshire,37,White,2,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Lanarkshire,83,White,2,Rural,Adult,Female,Private Rented,5 mins or less,Very good,Very strongly
South Lanarkshire,54,White,4,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
South Lanarkshire,36,White,1,Rural,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
South Lanarkshire,65,White,1,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
South Lanarkshire,59,White,2,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Lanarkshire,32,White,2,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Lanarkshire,26,White,2,Rural,Children,Male,Private Rented,5 mins or less,Very good,Fairly strongly
South Lanarkshire,58,White,1,Rural,Adult,Male,Social Rented,11-20 mins,Fairly good,Fairly strongly
South Lanarkshire,72,White,1,Rural,Adult,Female,Social Rented,5 mins or less,Fairly poor,Very strongly
South Lanarkshire,64,White,1,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very poor,Very strongly
South Lanarkshire,52,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Lanarkshire,59,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
South Lanarkshire,82,White,2,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
South Lanarkshire,44,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Lanarkshire,82,White,2,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Very strongly
South Lanarkshire,71,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Lanarkshire,25,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
South Lanarkshire,55,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Lanarkshire,45,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Lanarkshire,64,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
South Lanarkshire,58,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
South Lanarkshire,63,White,4,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
South Lanarkshire,61,White,4,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
South Lanarkshire,21,White,2,Urban,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
South Lanarkshire,85,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
